🕘️更新时间,#genre#
CCTV-7,http://115.171.216.99:4000/rtp/225.1.8.7:8104
CCTV-8,http://110.241.195.30:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-8,http://118.180.142.49:65535/udp/239.255.29.15:8231
CCTV-8,http://223.167.230.129:4022/rtp/239.45.1.71:5140
CCTV-8,http://111.162.205.11:8686/rtp/225.1.1.196:5002
CCTV-8,http://144.255.31.207:6688/udp/239.21.2.48:5002
CCTV-8,http://183.236.43.98:4013/udp/239.77.0.172:5146
CCTV-8,http://144.255.32.94:8288/udp/239.21.2.48:5002
CCTV-8,http://39.77.27.74:4002/rtp/239.253.254.194:8000
CCTV-8,http://113.119.25.243:58888/udp/239.77.0.172:5146
CCTV-8,http://114.107.45.103:8188/rtp/238.1.78.173:7256
CCTV-9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV-9,http://110.241.195.30:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-9,http://111.162.205.11:8686/rtp/225.1.1.119:5002
CCTV-9,http://116.235.57.22:4022/rtp/239.45.3.4:5140
CCTV-9,http://144.255.31.207:6688/udp/239.21.1.153:5002
CCTV-9,http://144.255.32.94:8288/udp/239.21.1.153:5002
CCTV-9,http://114.107.45.103:8188/rtp/238.1.78.240:7792
CCTV-9,http://114.254.35.130:18888/rtp/239.3.1.62:8112
CCTV-9,http://118.180.142.49:65535/udp/239.255.30.180:8231
CCTV-9,http://223.167.230.129:4022/rtp/239.45.3.4:5140
CCTV-10,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV-10,http://110.241.195.30:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-10,http://39.77.27.74:4002/rtp/239.253.254.234:8000
CCTV-10,http://111.162.205.11:8686/rtp/225.1.1.140:5002
CCTV-10,http://144.255.31.207:6688/udp/239.21.1.155:5002
CCTV-10,http://116.235.57.22:4022/rtp/239.45.3.8:5140
CCTV-10,http://113.119.25.243:58888/udp/239.77.0.134:5146
CCTV-10,http://115.171.216.99:4000/rtp/225.1.8.10:8116
CCTV-10,http://223.167.230.129:4022/rtp/239.45.3.8:5140
CCTV-10,http://144.255.32.94:8288/udp/239.21.1.155:5002
CCTV-11,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV-11,http://110.241.195.30:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-11,http://111.162.205.11:8686/rtp/225.1.2.192:5002
CCTV-11,http://144.255.31.207:6688/udp/239.21.2.2:5002
CCTV-11,http://115.171.216.99:4000/rtp/225.1.8.73:8120
CCTV-11,http://183.236.43.98:4013/udp/239.77.1.238:5146
CCTV-11,http://144.255.32.94:8288/udp/239.21.2.2:5002
CCTV-11,http://114.107.45.103:8188/rtp/238.1.78.206:7502
CCTV-11,http://113.119.25.243:58888/udp/239.77.1.238:5146
CCTV-11,http://114.254.35.130:18888/rtp/239.3.1.152:8120
CCTV-12,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-12,http://110.241.195.30:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-12,http://223.167.230.129:4022/rtp/239.45.3.10:5140
CCTV-12,http://111.162.205.11:8686/rtp/225.1.1.142:5002
CCTV-12,http://39.77.27.74:4002/rtp/239.253.254.235:8000
CCTV-12,http://144.255.31.207:6688/udp/239.21.1.156:5002
CCTV-12,http://116.235.57.22:4022/rtp/239.45.3.10:5140
CCTV-12,http://183.236.43.98:4013/udp/239.77.0.136:5146
CCTV-12,http://113.119.25.243:58888/udp/239.77.0.136:5146
CCTV-12,http://115.171.216.99:4000/rtp/225.1.8.12:8124
CCTV-13,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV-13,http://110.241.195.30:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-13,http://39.77.27.74:4002/rtp/239.253.254.175:8000
CCTV-13,http://111.162.205.11:8686/rtp/225.1.2.193:5002
CCTV-13,http://121.29.141.118:4022/rtp/239.253.92.13:8008
CCTV-13,http://183.236.43.98:4013/udp/239.253.43.196:5146
CCTV-13,http://144.255.31.207:6688/udp/239.21.2.3:5002
CCTV-13,http://113.119.25.243:58888/udp/239.253.43.196:5146
CCTV-13,http://115.171.216.99:4000/rtp/225.1.8.168:8130
CCTV-13,http://114.254.35.130:18888/rtp/239.3.1.124:8128
CCTV-14,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV-14,http://110.241.195.30:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-14,http://111.162.205.11:8686/rtp/225.1.1.144:5002
CCTV-14,http://39.77.27.74:4002/rtp/239.253.254.236:8000
CCTV-14,http://223.167.230.129:4022/rtp/239.45.3.23:5140
CCTV-14,http://113.119.25.243:58888/udp/239.77.1.161:5146
CCTV-14,http://183.236.43.98:4013/udp/239.77.1.161:5146
CCTV-14,http://144.255.31.207:6688/udp/239.21.1.157:5002
CCTV-14,http://116.235.57.22:4022/rtp/239.45.3.23:5140
CCTV-14,http://115.171.216.99:4000/rtp/225.1.8.14:8132
CCTV-15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-15,http://111.162.205.11:8686/rtp/225.1.2.194:5002
CCTV-15,http://39.77.27.74:4002/rtp/239.253.254.170:8000
CCTV-15,http://121.29.141.118:4022/rtp/239.253.93.154:6322
CCTV-15,http://144.255.31.207:6688/udp/239.21.2.4:5002
CCTV-15,http://171.113.208.108:4022/rtp/239.69.1.155:10566
CCTV-15,http://183.236.43.98:4013/udp/239.77.1.239:5146
CCTV-15,http://113.119.25.243:58888/udp/239.77.1.239:5146
CCTV-15,http://114.254.35.130:18888/rtp/239.3.1.153:8136
CCTV-15,http://123.191.15.105:1111/rtp/232.0.0.179:1234
CCTV-16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-16,http://171.113.208.108:4022/rtp/239.69.1.249:11136
CCTV-16,http://118.180.142.49:65535/udp/239.255.30.88:8231
CCTV-16,http://111.162.205.11:8686/rtp/225.1.2.237:5002
CCTV-16,http://183.236.43.98:4013/udp/239.77.0.165:5146
CCTV-16,http://113.119.25.243:58888/udp/239.77.0.165:5146
CCTV-16,http://171.113.208.108:4022/rtp/239.69.1.247:11124
CCTV-16,http://114.254.35.130:18888/rtp/239.3.1.184:8001
CCTV-16,http://123.191.15.105:1111/rtp/232.0.0.182:1234
CCTV-16,http://222.82.207.128:8188/udp/238.125.5.34:5140
CCTV-17,http://121.29.141.118:4022/rtp/239.253.93.150:6318
CCTV-17,http://111.162.205.11:8686/rtp/225.1.2.52:5002
CCTV-17,http://39.77.27.74:4002/rtp/239.253.254.168:8000
CCTV-17,http://115.171.216.99:4000/rtp/225.1.8.17:8144
CCTV-17,http://114.107.45.103:8188/rtp/238.1.78.178:7296
CCTV-17,http://144.255.31.207:6688/udp/239.21.1.186:5002
CCTV-17,http://171.113.208.108:4022/rtp/239.69.1.152:10548
CCTV-17,http://114.254.35.130:18888/rtp/239.3.1.151:8144
CCTV-17,http://118.180.142.49:65535/udp/239.255.30.96:8231
CCTV-17,http://223.167.230.129:4022/rtp/239.45.3.52:5140
CCTV-4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85
CCTV-4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932
CCTV-4K,http://121.29.141.118:4022/rtp/239.253.93.134:6631
CCTV-4K,http://121.29.141.118:4022/rtp/239.253.92.219:6228
CCTV-4K,http://171.113.208.108:4022/rtp/239.69.1.12:9712
CCTV-4K,http://183.236.43.98:4013/udp/239.77.0.194:5146
CCTV-4K,http://113.119.25.243:58888/udp/239.77.0.194:5146
CCTV-4K,http://106.118.20.156:8188/rtp/239.254.201.67:6000
CCTV-4K,http://114.107.45.103:8188/rtp/238.1.78.137:6968
CCTV-4K,http://111.227.194.26:4022/rtp/239.254.201.67:6000
CHC动作电影,http://39.77.27.74:4002/rtp/239.253.254.153:8000
CHC动作电影,http://111.162.205.11:8686/rtp/225.1.1.215:5002
CHC动作电影,http://106.59.2.72:55555/rtp/239.200.201.31:8144
CHC家庭影院,http://111.162.205.11:8686/rtp/225.1.1.213:5002
CHC家庭影院,http://39.77.27.74:4002/rtp/239.253.254.152:8000
CHC家庭影院,http://106.59.2.72:55555/rtp/239.200.201.30:8140
CHC影迷电影,http://39.77.27.74:4002/rtp/239.253.254.154:8000
CHC影迷电影,http://111.162.205.11:8686/rtp/225.1.1.214:5002
CHC影迷电影,http://106.59.2.72:55555/rtp/239.200.201.34:8148

📡卫视频道,#genre#
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
广东卫视,http://183.236.43.98:4013/udp/239.77.0.166:5146
广东卫视,http://183.236.43.98:4013/udp/239.77.1.152:5146
广东卫视,http://113.119.25.243:58888/udp/239.77.0.166:5146
广东卫视,http://113.119.25.243:58888/udp/239.77.1.152:5146
广东卫视,http://111.162.205.11:8686/rtp/225.1.1.116:5002
广东卫视,http://223.167.230.129:4022/rtp/239.45.3.230:5140
广东卫视,http://183.236.43.98:4013/udp/239.77.1.19:5146
广东卫视,http://113.119.25.243:58888/udp/239.77.1.19:5146
广东卫视,http://171.113.208.108:4022/rtp/239.254.96.140:8914
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.m3u8
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-7.m3u8
香港卫视,https://stream1.freetv.fun/79e4d77e2f29a2ca7f7cabbbe2ee02d32a4f2f7fb91ae94d0fb9573c9f94b4ab.ctv
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-11.m3u8
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-13.m3u8
香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-8.m3u8
香港卫视,https://yvxymm.tv12.xyz/175.m3u8
香港卫视,https://migu.188766.xyz/?migutoken=71c1dbe4568d6c43573e0f04671d588f&id=%E9%A6%99%E6%B8%AF%E5%8D%AB%E8%A7%86&pp=1
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://111.162.205.11:8686/rtp/225.1.1.112:5002
浙江卫视,http://39.77.27.74:4002/rtp/239.253.254.84:8000
浙江卫视,http://183.236.43.98:4013/udp/239.77.1.33:5146
浙江卫视,http://114.107.45.103:8188/rtp/238.1.78.164:7184
浙江卫视,http://223.167.230.129:4022/rtp/239.45.3.178:5140
浙江卫视,http://106.83.119.210:8188/rtp/235.254.198.63:1528
浙江卫视,http://114.254.35.130:18888/rtp/239.3.1.137:8036
浙江卫视,http://144.255.31.207:6688/udp/239.21.1.90:5002
浙江卫视,http://118.180.142.49:65535/udp/239.255.30.132:8231
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
湖南卫视,http://111.162.205.11:8686/rtp/225.1.1.114:5002
湖南卫视,http://121.29.141.118:4022/rtp/239.253.92.84:8015
湖南卫视,http://183.236.43.98:4013/udp/239.77.1.5:5146
湖南卫视,http://113.119.25.243:58888/udp/239.77.1.5:5146
湖南卫视,http://118.180.142.49:65535/udp/239.255.30.136:8231
湖南卫视,http://115.171.216.99:4000/udp/225.1.8.41:8012
湖南卫视,http://114.107.45.103:8188/rtp/238.1.78.160:7152
湖南卫视,http://144.255.31.207:6688/udp/239.21.1.158:5002
湖南卫视,http://114.254.35.130:18888/rtp/239.3.1.132:8012
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://183.236.43.98:4013/udp/239.77.1.151:5146
北京卫视,http://113.119.25.243:58888/udp/239.77.1.151:5146
北京卫视,http://111.162.205.11:8686/rtp/225.1.1.113:5002
北京卫视,http://121.29.141.118:4022/rtp/239.253.92.87:8014
北京卫视,http://144.255.31.207:6688/udp/239.21.1.88:5002
北京卫视,http://116.235.57.22:4022/rtp/239.45.3.229:5140
北京卫视,http://223.167.230.129:4022/rtp/239.45.3.229:5140
北京卫视,http://183.236.43.98:4013/udp/239.77.1.4:5146
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,http://183.236.43.98:4013/udp/239.77.0.128:5146
湖北卫视,http://113.119.25.243:58888/udp/239.77.0.128:5146
湖北卫视,http://111.162.205.11:8686/rtp/225.1.1.147:5002
湖北卫视,http://223.167.230.129:4022/rtp/239.45.3.239:5140
湖北卫视,http://39.77.27.74:4002/rtp/239.253.254.88:8000
湖北卫视,http://116.235.57.22:4022/rtp/239.45.3.239:5140
湖北卫视,http://118.180.142.49:65535/udp/239.255.30.138:8231
湖北卫视,http://121.29.141.118:4022/rtp/239.253.92.210:6567
湖北卫视,http://114.254.35.130:18888/rtp/239.3.1.138:8044
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,http://113.119.25.243:58888/udp/239.77.0.124:5146
黑龙江卫视,http://183.236.43.98:4013/udp/239.77.0.124:5146
黑龙江卫视,http://111.162.205.11:8686/rtp/225.1.1.115:5002
黑龙江卫视,http://121.29.141.118:4022/rtp/239.253.92.85:8016
黑龙江卫视,http://114.107.45.103:8188/rtp/238.1.78.159:7144
黑龙江卫视,http://223.167.230.129:4022/rtp/239.45.3.232:5140
黑龙江卫视,http://106.83.119.210:8188/rtp/235.254.198.70:1556
黑龙江卫视,http://114.254.35.130:18888/rtp/239.3.1.133:8016
黑龙江卫视,http://106.118.20.156:8188/rtp/239.254.200.49:8016
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
安徽卫视,http://114.107.45.103:8188/rtp/238.1.79.27:4328
安徽卫视,http://111.162.205.11:8686/rtp/225.1.1.127:5002
安徽卫视,http://121.29.141.118:4022/rtp/239.253.92.209:6566
安徽卫视,http://39.77.27.74:4002/rtp/239.253.254.87:8000
安徽卫视,http://113.119.25.243:58888/udp/239.77.1.92:5146
安徽卫视,http://183.236.43.98:4013/udp/239.77.1.92:5146
安徽卫视,http://116.235.57.22:4022/rtp/239.45.1.120:5140
安徽卫视,http://223.167.230.129:4022/rtp/239.45.1.120:5140
安徽卫视,http://114.254.35.130:18888/rtp/239.3.1.211:8064
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,http://106.83.119.210:8188/rtp/235.254.196.249:1268
重庆卫视,http://116.235.57.22:4022/rtp/239.45.1.84:5140
重庆卫视,http://39.77.27.74:4002/rtp/239.253.254.38:8000
重庆卫视,http://121.29.141.118:4022/rtp/239.253.92.10:6053
重庆卫视,http://183.236.43.98:4013/udp/239.77.1.162:5146
重庆卫视,http://118.180.142.49:65535/udp/239.255.30.89:8231
重庆卫视,http://111.162.205.11:8686/rtp/225.1.1.155:5002
重庆卫视,http://114.107.45.103:8188/rtp/238.1.78.31:6176
重庆卫视,http://223.167.230.129:4022/rtp/239.45.1.84:5140
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,http://111.162.205.11:8686/rtp/225.1.2.31:5002
东方卫视,http://144.255.32.94:8288/udp/239.21.1.111:5002
东方卫视,http://39.77.27.74:4002/rtp/239.253.254.86:8000
东方卫视,http://183.236.43.98:4013/udp/239.77.1.218:5146
东方卫视,http://223.167.230.129:4022/rtp/239.45.3.146:5140
东方卫视,http://113.119.25.243:58888/udp/239.77.1.218:5146
东方卫视,http://114.107.45.103:8188/rtp/238.1.78.163:7176
东方卫视,http://171.113.208.108:4022/rtp/239.254.96.142:8926
东方卫视,http://106.83.119.210:8188/rtp/235.254.198.73:1568
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东南卫视,http://121.29.141.118:4022/rtp/239.253.92.201:6146
东南卫视,http://39.77.27.74:4002/rtp/239.253.254.105:8000
东南卫视,http://114.107.45.103:8188/rtp/238.1.78.22:6104
东南卫视,http://118.180.142.49:65535/udp/239.255.30.86:8231
东南卫视,http://223.167.230.129:4022/rtp/239.45.1.121:5140
东南卫视,http://114.254.35.130:18888/rtp/239.3.1.156:8148
东南卫视,http://202.107.163.92:5555/udp/238.125.5.49:5140
东南卫视,http://222.83.161.120:9003/udp/239.81.0.215:4056
东南卫视,http://116.235.57.22:4022/rtp/239.45.1.121:5140
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
甘肃卫视,http://39.77.27.74:4002/rtp/239.253.254.74:8000
甘肃卫视,http://114.107.45.103:8188/rtp/238.1.79.36:4400
甘肃卫视,http://118.180.142.49:65535/udp/239.255.30.249:8231
甘肃卫视,http://222.83.161.120:9003/udp/239.81.0.207:4056
甘肃卫视,http://183.236.43.98:4013/udp/239.77.0.189:5146
甘肃卫视,http://113.119.25.243:58888/udp/239.77.0.189:5146
甘肃卫视,http://223.167.230.129:4022/rtp/239.45.1.234:5140
甘肃卫视,http://106.83.119.210:8188/rtp/235.254.198.48:1468
甘肃卫视,http://111.162.205.11:8686/rtp/225.1.1.30:5002
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
广西卫视,http://111.162.205.11:8686/rtp/225.1.2.81:5002
广西卫视,http://223.167.230.129:4022/rtp/239.45.0.5:5140
广西卫视,http://171.113.208.108:4022/rtp/239.69.1.191:10788
广西卫视,http://118.180.142.49:65535/udp/239.255.29.4:8231
广西卫视,http://121.29.141.118:4022/rtp/239.253.92.76:8043
广西卫视,http://202.107.163.92:5555/udp/238.125.5.105:5140
广西卫视,http://39.77.27.74:4002/rtp/239.253.254.197:8000
广西卫视,http://222.83.161.120:9003/udp/239.81.0.107:4056
广西卫视,http://114.107.45.103:8188/rtp/238.1.78.70:6432
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
贵州卫视,http://111.162.205.11:8686/rtp/225.1.2.28:5002
贵州卫视,http://223.167.230.129:4022/rtp/239.45.1.80:5140
贵州卫视,http://114.107.45.103:8188/rtp/238.1.78.244:7824
贵州卫视,http://171.113.208.108:4022/rtp/239.69.1.150:10536
贵州卫视,http://114.254.35.130:18888/rtp/239.3.1.149:8076
贵州卫视,http://118.180.142.49:65535/udp/239.255.30.98:8231
贵州卫视,http://106.83.119.210:8188/rtp/235.254.198.185:7980
贵州卫视,http://202.107.163.92:5555/udp/238.125.5.65:5140
贵州卫视,http://121.29.141.118:4022/rtp/239.253.92.105:6055
海南卫视,http://111.162.205.11:8686/rtp/225.1.2.82:5002
海南卫视,http://39.77.27.74:4002/rtp/239.253.254.179:8000
海南卫视,http://223.167.230.129:4022/rtp/239.45.1.81:5140
海南卫视,http://114.107.45.103:8188/rtp/238.1.79.49:4504
海南卫视,http://121.29.141.118:4022/rtp/239.253.93.155:6323
海南卫视,http://118.180.142.49:65535/udp/239.255.30.99:8231
海南卫视,http://202.107.163.92:5555/udp/238.125.5.68:5140
海南卫视,http://222.83.161.120:9003/udp/239.81.0.48:4056
海南卫视,http://114.254.35.130:18888/rtp/239.3.1.45:8304
海南卫视,http://106.83.119.210:8188/rtp/235.254.198.44:1452
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
河北卫视,http://223.167.230.129:4022/rtp/239.45.1.44:5140
河北卫视,http://111.162.205.11:8686/rtp/225.1.2.27:5002
河北卫视,http://114.107.45.103:8188/rtp/238.1.78.245:7832
河北卫视,http://106.83.119.210:8188/rtp/235.254.198.184:7980
河北卫视,http://114.254.35.130:18888/rtp/239.3.1.148:8072
河北卫视,http://171.113.208.108:4022/rtp/239.254.96.113:9616
河北卫视,http://121.29.141.118:4022/rtp/239.253.92.154:6011
河北卫视,http://118.180.142.49:65535/udp/239.255.30.85:8231
河北卫视,http://222.83.161.120:9003/udp/239.81.0.94:4056
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河南卫视,http://111.162.205.11:8686/rtp/225.1.2.61:5002
河南卫视,http://113.119.25.243:58888/udp/239.77.1.229:5146
河南卫视,http://144.255.32.94:8288/udp/239.21.2.37:5002
河南卫视,http://118.180.142.49:65535/udp/239.255.29.3:8231
河南卫视,http://39.77.27.74:4002/rtp/239.253.254.190:8000
河南卫视,http://114.107.45.103:8188/rtp/238.1.79.65:4632
河南卫视,http://121.29.141.118:4022/rtp/239.253.92.137:6144
河南卫视,http://223.167.230.129:4022/rtp/239.45.0.3:5140
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
吉林卫视,http://111.162.205.11:8686/rtp/225.1.2.26:5002
吉林卫视,http://113.119.25.243:58888/udp/239.77.1.111:5146
吉林卫视,http://183.236.43.98:4013/udp/239.77.1.111:5146
吉林卫视,http://118.180.142.49:65535/udp/239.255.29.5:8231
吉林卫视,http://39.77.27.74:4002/rtp/239.253.254.173:8000
吉林卫视,http://114.254.35.130:18888/rtp/239.3.1.240:8172
吉林卫视,http://144.255.31.207:6688/udp/239.21.2.49:5002
